Date,Open,High,Low,Close,Adj Close,Volume
2022-05-10,43.849998474121094,44.68000030517578,43.70000076293945,44.470001220703125,40.81976318359375,40469305
2022-05-11,44.439998626708984,45.0099983215332,44.209999084472656,44.72999954223633,41.05842208862305,60728482
2022-05-12,44.349998474121094,44.58000183105469,43.849998474121094,44.0,40.38833999633789,42773836
2022-05-13,44.18000030517578,44.5,43.59000015258789,43.959999084472656,40.35162353515625,41233483
2022-05-16,44.150001525878906,44.209999084472656,43.18000030517578,43.36000061035156,39.800872802734375,46886281
2022-05-17,43.5,43.880001068115234,43.27000045776367,43.81999969482422,40.22311019897461,40137298
2022-05-18,43.9900016784668,44.099998474121094,43.36000061035156,43.630001068115234,40.04871368408203,35234171
2022-05-19,43.099998474121094,43.439998626708984,43.029998779296875,43.290000915527344,39.73662185668945,28281629
2022-05-20,43.400001525878906,44.36000061035156,43.400001525878906,44.310001373291016,40.67289352416992,54975115
2022-05-23,44.150001525878906,44.27000045776367,43.689998626708984,43.88999938964844,40.28736877441406,35909822
2022-05-24,43.79999923706055,44.11000061035156,43.11000061035156,43.13999938964844,39.59893035888672,39342426
2022-05-25,43.029998779296875,43.5,43.02000045776367,43.22999954223633,39.681541442871094,26374891
2022-05-26,43.310001373291016,43.54999923706055,42.95000076293945,43.150001525878906,39.60811233520508,40099222
2022-05-27,43.40999984741211,43.849998474121094,43.400001525878906,43.529998779296875,39.95691680908203,38790063
2022-05-30,43.93000030517578,44.36000061035156,43.720001220703125,44.150001525878906,40.52602767944336,52217489
2022-05-31,44.22999954223633,44.779998779296875,44.0,44.20000076293945,40.571922302246094,54065261
2022-06-01,44.25,44.54999923706055,43.90999984741211,44.16999816894531,40.54438400268555,32852073
2022-06-02,43.79999923706055,44.029998779296875,43.54999923706055,44.0,40.38833999633789,34082891
2022-06-06,43.9900016784668,44.27000045776367,43.33000183105469,44.2599983215332,40.62699890136719,54326745
2022-06-07,44.2599983215332,44.380001068115234,43.95000076293945,44.150001525878906,40.52602767944336,43157460
2022-06-08,44.25,44.709999084472656,44.060001373291016,44.59000015258789,40.929908752441406,52956201
2022-06-09,44.70000076293945,45.029998779296875,44.470001220703125,44.619998931884766,40.95744705200195,53243046
2022-06-10,44.349998474121094,45.0,44.08000183105469,44.939998626708984,41.25117874145508,56531953
2022-06-13,44.5,44.599998474121094,44.02000045776367,44.13999938964844,40.516849517822266,53712124
2022-06-14,43.900001525878906,45.25,43.79999923706055,45.220001220703125,41.50819778442383,62895792
2022-06-15,45.0,48.560001373291016,44.90999984741211,47.650001525878906,43.73873519897461,198589228
2022-06-16,47.380001068115234,47.5,46.5,46.5,42.68313217163086,84493103
2022-06-17,46.369998931884766,47.2599983215332,46.25,47.029998779296875,43.16962814331055,56670396
2022-06-20,45.720001220703125,45.849998474121094,45.04999923706055,45.36000061035156,43.00844192504883,57061489
2022-06-21,45.68000030517578,46.779998779296875,45.45000076293945,46.130001068115234,43.738525390625,68456932
2022-06-22,46.20000076293945,46.31999969482422,45.400001525878906,45.400001525878906,43.04637145996094,43690689
2022-06-23,45.630001068115234,46.5,45.630001068115234,46.25,43.85230255126953,49426523
2022-06-24,46.43000030517578,46.849998474121094,46.220001220703125,46.7599983215332,44.33586120605469,53672389
2022-06-27,46.849998474121094,47.099998474121094,46.5,46.79999923706055,44.3737907409668,44985821
2022-06-28,46.81999969482422,47.189998626708984,46.349998474121094,46.900001525878906,44.468605041503906,35170689
2022-06-29,46.88999938964844,47.439998626708984,46.58000183105469,46.790000915527344,44.36430740356445,41277246
2022-06-30,46.79999923706055,47.20000076293945,46.459999084472656,46.689998626708984,44.26948928833008,39185266
2022-07-01,46.70000076293945,46.97999954223633,46.119998931884766,46.310001373291016,43.9091911315918,35756842
2022-07-04,46.20000076293945,46.5,45.79999923706055,46.459999084472656,44.051414489746094,40712960
2022-07-05,46.47999954223633,47.54999923706055,46.380001068115234,46.61000061035156,44.19363784790039,45256850
2022-07-06,46.619998931884766,46.630001068115234,45.75,45.849998474121094,43.47303771972656,38956093
2022-07-07,45.650001525878906,46.13999938964844,45.59000015258789,45.599998474121094,43.23599624633789,29372210
2022-07-08,45.90999984741211,46.380001068115234,45.68000030517578,45.81999969482422,43.4445915222168,29228342
2022-07-11,45.61000061035156,45.77000045776367,45.220001220703125,45.380001068115234,43.02740478515625,28113511
2022-07-12,45.380001068115234,45.7400016784668,45.119998931884766,45.5099983215332,43.15066146850586,25405548
2022-07-13,45.41999816894531,45.630001068115234,45.0,45.08000183105469,42.742958068847656,29658829
2022-07-14,44.900001525878906,45.040000915527344,43.43000030517578,43.599998474121094,41.33967971801758,90304414
2022-07-15,43.61000061035156,44.09000015258789,42.70000076293945,42.709999084472656,40.49582290649414,69404157
2022-07-18,42.75,43.689998626708984,42.720001220703125,43.45000076293945,41.19746398925781,35524425
2022-07-19,43.41999816894531,43.77000045776367,42.900001525878906,43.400001525878906,41.150054931640625,35610607
2022-07-20,43.779998779296875,43.83000183105469,43.36000061035156,43.400001525878906,41.150054931640625,24956569
2022-07-21,43.22999954223633,43.25,42.650001525878906,42.7400016784668,40.524269104003906,40556770
2022-07-22,42.79999923706055,43.36000061035156,42.779998779296875,43.04999923706055,40.81819534301758,29435598
2022-07-25,43.0,43.119998931884766,42.720001220703125,42.91999816894531,40.6949348449707,22513504
2022-07-26,42.95000076293945,43.290000915527344,42.91999816894531,43.20000076293945,40.960418701171875,22847447
2022-07-27,43.060001373291016,43.18000030517578,42.70000076293945,42.790000915527344,40.571678161621094,29639869
2022-07-28,42.900001525878906,43.25,42.709999084472656,42.720001220703125,40.505306243896484,34874952
2022-07-29,42.790000915527344,43.150001525878906,42.099998474121094,42.119998931884766,39.93640899658203,46070387
2022-08-01,42.11000061035156,42.119998931884766,41.75,41.84000015258789,39.670928955078125,30655094
2022-08-02,41.529998779296875,41.54999923706055,40.529998779296875,41.16999816894531,39.03565979003906,60400823
2022-08-03,41.13999938964844,41.400001525878906,40.7400016784668,40.83000183105469,38.713287353515625,40785171
2022-08-04,41.119998931884766,41.29999923706055,40.900001525878906,41.08000183105469,38.9503288269043,25116335
2022-08-05,41.290000915527344,41.68000030517578,40.97999954223633,41.540000915527344,39.38648223876953,29671019
2022-08-08,41.29999923706055,41.540000915527344,41.0,41.18000030517578,39.045143127441406,30159403
2022-08-09,41.16999816894531,41.209999084472656,40.91999816894531,40.959999084472656,38.8365478515625,25139703
2022-08-10,40.959999084472656,41.08000183105469,40.36000061035156,40.400001525878906,38.305580139160156,46008881
2022-08-11,40.59000015258789,41.68000030517578,40.41999816894531,41.459999084472656,39.31062316894531,61070138
2022-08-12,41.2599983215332,41.7599983215332,41.13999938964844,41.61000061035156,39.452850341796875,35993337
2022-08-15,41.43000030517578,41.7599983215332,41.130001068115234,41.13999938964844,39.00721740722656,33276942
2022-08-16,41.34000015258789,41.470001220703125,40.900001525878906,40.9900016784668,38.864994049072266,27739045
2022-08-17,41.04999923706055,41.47999954223633,40.720001220703125,41.290000915527344,39.14944076538086,37572182
2022-08-18,41.150001525878906,41.18000030517578,40.7599983215332,40.810001373291016,38.6943244934082,29407958
2022-08-19,40.70000076293945,41.2599983215332,40.619998931884766,40.970001220703125,38.846031188964844,32462874
2022-08-22,40.849998474121094,41.38999938964844,40.79999923706055,41.150001525878906,39.01669692993164,33971901
2022-08-23,41.02000045776367,41.150001525878906,40.68000030517578,40.720001220703125,38.60898971557617,33148018
2022-08-24,41.349998474121094,42.439998626708984,41.349998474121094,41.61000061035156,39.452850341796875,115732982
2022-08-25,41.849998474121094,43.22999954223633,41.68000030517578,43.099998474121094,40.865604400634766,110572586
2022-08-26,43.11000061035156,43.31999969482422,42.52000045776367,43.119998931884766,40.88456726074219,72672640
2022-08-29,42.79999923706055,43.220001220703125,42.4900016784668,43.06999969482422,40.837158203125,44989303
2022-08-30,42.97999954223633,43.290000915527344,42.5099983215332,42.88999938964844,40.6664924621582,38892928
2022-08-31,42.709999084472656,44.27000045776367,42.65999984741211,43.84000015258789,41.56724166870117,84223803
2022-09-01,43.599998474121094,44.130001068115234,43.40999984741211,43.650001525878906,41.38709259033203,45521324
2022-09-02,43.88999938964844,44.279998779296875,43.2599983215332,43.70000076293945,41.43450164794922,44914485
2022-09-05,43.5,43.900001525878906,43.02000045776367,43.79999923706055,41.52931594848633,41749075
2022-09-06,43.900001525878906,44.45000076293945,43.52000045776367,43.900001525878906,41.62413024902344,44977165
2022-09-07,43.599998474121094,43.810001373291016,43.15999984741211,43.599998474121094,41.33967971801758,37641074
2022-09-08,43.84000015258789,44.25,43.65999984741211,43.84000015258789,41.56724166870117,32129830
2022-09-09,43.9900016784668,44.779998779296875,43.849998474121094,44.689998626708984,42.373172760009766,57786668
2022-09-13,44.68000030517578,45.369998931884766,44.349998474121094,45.060001373291016,42.723995208740234,52966319
2022-09-14,44.529998779296875,45.18000030517578,44.5099983215332,44.650001525878906,42.33525085449219,35508365
2022-09-15,44.66999816894531,45.599998474121094,44.65999984741211,45.09000015258789,42.752437591552734,59444223
2022-09-16,44.81999969482422,44.970001220703125,43.869998931884766,43.93000030517578,41.6525764465332,62492037
2022-09-19,43.91999816894531,44.47999954223633,43.560001373291016,43.93000030517578,41.6525764465332,40538305
2022-09-20,44.150001525878906,44.189998626708984,43.119998931884766,43.2400016784668,40.998348236083984,35764951
2022-09-21,43.099998474121094,43.459999084472656,42.900001525878906,43.150001525878906,40.91301727294922,30353672
2022-09-22,42.599998474121094,42.83000183105469,42.40999984741211,42.47999954223633,40.277748107910156,37622972
2022-09-23,42.40999984741211,43.439998626708984,42.40999984741211,43.02000045776367,40.78975296020508,37532565
2022-09-26,42.7400016784668,43.31999969482422,42.41999816894531,42.4900016784668,40.2872314453125,30712391
2022-09-27,42.43000030517578,42.7400016784668,42.27000045776367,42.439998626708984,40.23981857299805,31229142
2022-09-28,42.20000076293945,42.5,41.849998474121094,41.88999938964844,39.71833038330078,42204372
2022-09-29,42.22999954223633,42.34000015258789,41.150001525878906,41.31999969482422,39.177886962890625,42655827
2022-09-30,41.349998474121094,41.97999954223633,41.349998474121094,41.58000183105469,39.424407958984375,33161940
2022-10-10,41.58000183105469,42.18000030517578,41.380001068115234,41.43000030517578,39.28218078613281,41387647
2022-10-11,41.66999816894531,41.869998931884766,41.119998931884766,41.20000076293945,39.06410598754883,26931732
2022-10-12,41.209999084472656,42.0,40.79999923706055,41.91999816894531,39.74677658081055,36247330
2022-10-13,41.79999923706055,41.900001525878906,41.20000076293945,41.36000061035156,39.21581268310547,38384620
2022-10-14,41.75,42.33000183105469,41.619998931884766,41.939998626708984,39.76573944091797,43441714
2022-10-17,41.709999084472656,42.150001525878906,41.560001373291016,42.099998474121094,39.91744613647461,34142518
2022-10-18,42.400001525878906,42.439998626708984,41.66999816894531,41.75,39.585594177246094,41635680
2022-10-19,41.650001525878906,41.97999954223633,41.2599983215332,41.27000045776367,39.13047790527344,36436126
2022-10-20,40.400001525878906,40.4900016784668,39.900001525878906,40.0099983215332,38.800750732421875,45021418
2022-10-21,40.099998474121094,40.25,39.5,39.650001525878906,38.45163345336914,45737748
2022-10-24,39.65999984741211,39.93000030517578,37.61000061035156,37.70000076293945,36.560569763183594,95125183
2022-10-25,37.58000183105469,38.380001068115234,37.15999984741211,37.720001220703125,36.57996368408203,55354891
2022-10-26,37.540000915527344,38.150001525878906,37.5099983215332,37.66999816894531,36.531471252441406,49839519
2022-10-27,37.709999084472656,38.09000015258789,37.54999923706055,37.65999984741211,36.52177810668945,45749726
2022-10-28,37.5099983215332,37.70000076293945,36.72999954223633,36.72999954223633,35.6198844909668,50769159
2022-10-31,36.38999938964844,36.66999816894531,35.900001525878906,36.150001525878906,35.05741500854492,56203354
2022-11-01,36.45000076293945,37.47999954223633,36.369998931884766,37.459999084472656,36.32781982421875,56566488
2022-11-02,37.290000915527344,37.599998474121094,37.130001068115234,37.400001525878906,36.26963806152344,45038490
2022-11-03,37.18000030517578,37.29999923706055,36.70000076293945,36.93000030517578,35.813838958740234,34933463
2022-11-04,36.93000030517578,38.650001525878906,36.90999984741211,38.310001373291016,37.15213394165039,69205474
2022-11-07,38.0,39.18000030517578,37.91999816894531,38.790000915527344,37.61762619018555,57480970
2022-11-08,38.790000915527344,39.0,38.380001068115234,38.689998626708984,37.52064514160156,37048271
2022-11-09,38.790000915527344,38.88999938964844,38.290000915527344,38.369998931884766,37.2103157043457,26768675
2022-11-10,38.0,38.70000076293945,37.779998779296875,38.459999084472656,37.2975959777832,32317534
2022-11-11,39.439998626708984,40.970001220703125,39.31999969482422,40.33000183105469,39.111080169677734,104667558
2022-11-14,41.65999984741211,42.119998931884766,41.209999084472656,41.599998474121094,40.34269332885742,121668038
2022-11-15,41.47999954223633,42.95000076293945,41.310001373291016,42.4900016784668,41.2057991027832,93442402
2022-11-16,42.619998931884766,42.81999969482422,42.27000045776367,42.29999923706055,41.02153778076172,59652791
2022-11-17,42.290000915527344,42.75,41.95000076293945,42.560001373291016,41.273681640625,50398025
2022-11-18,42.68000030517578,42.810001373291016,42.060001373291016,42.15999984741211,40.88576889038086,39246432
2022-11-21,41.75,41.75,40.65999984741211,41.209999084472656,39.964481353759766,51118530
2022-11-22,41.20000076293945,42.380001068115234,41.0,41.970001220703125,40.701515197753906,47181359
2022-11-23,42.02000045776367,42.439998626708984,41.7599983215332,41.77000045776367,40.5075569152832,44962046
2022-11-24,42.209999084472656,42.380001068115234,41.66999816894531,41.79999923706055,40.536651611328125,24907646
2022-11-25,41.779998779296875,42.95000076293945,41.75,42.75,41.45793914794922,59795984
2022-11-28,41.630001068115234,41.84000015258789,40.9900016784668,41.40999984741211,40.15843963623047,51031527
2022-11-29,42.31999969482422,44.900001525878906,42.31999969482422,44.779998779296875,43.42658233642578,175320480
2022-11-30,44.81999969482422,46.16999816894531,44.599998474121094,44.95000076293945,43.59144592285156,116501586
2022-12-01,45.97999954223633,46.290000915527344,44.68000030517578,44.83000183105469,43.475074768066406,85932650
2022-12-02,44.81999969482422,45.0,44.0,44.619998931884766,43.271419525146484,60778715
2022-12-05,45.54999923706055,47.310001373291016,45.349998474121094,47.279998779296875,45.85102462768555,138043595
2022-12-06,47.279998779296875,47.68000030517578,46.7400016784668,47.439998626708984,46.006187438964844,87827308
2022-12-07,47.439998626708984,47.47999954223633,46.369998931884766,46.70000076293945,45.28855514526367,83145478
2022-12-08,46.380001068115234,47.20000076293945,46.29999923706055,47.150001525878906,45.72495651245117,44836406
2022-12-09,47.06999969482422,47.880001068115234,46.70000076293945,47.599998474121094,46.16135025024414,70957885
2022-12-12,47.20000076293945,47.279998779296875,46.08000183105469,46.16999816894531,44.77457046508789,65647053
2022-12-13,46.459999084472656,47.09000015258789,46.29999923706055,46.70000076293945,45.28855514526367,42366316
2022-12-14,47.08000183105469,47.11000061035156,46.13999938964844,46.88999938964844,45.47281265258789,34697318
2022-12-15,46.79999923706055,47.09000015258789,45.79999923706055,46.43000030517578,45.02671432495117,40402095
2022-12-16,46.11000061035156,47.0099983215332,46.06999969482422,46.900001525878906,45.48250961303711,42134762
2022-12-19,46.900001525878906,47.27000045776367,45.45000076293945,45.77000045776367,44.386661529541016,50589649
2022-12-20,45.560001373291016,45.880001068115234,44.58000183105469,44.93000030517578,43.572052001953125,49524516
2022-12-21,45.099998474121094,45.599998474121094,44.939998626708984,45.2599983215332,43.89207458496094,29789568
2022-12-22,46.0,46.18000030517578,45.650001525878906,45.880001068115234,44.49333953857422,35346187
2022-12-23,45.529998779296875,46.0099983215332,45.31999969482422,45.63999938964844,44.260589599609375,30647249
2022-12-26,45.63999938964844,45.880001068115234,44.65999984741211,44.65999984741211,43.310211181640625,40328181
2022-12-27,45.27000045776367,45.95000076293945,45.029998779296875,45.58000183105469,44.20240783691406,34779327
2022-12-28,45.43000030517578,46.45000076293945,45.29999923706055,46.279998779296875,44.881248474121094,45626696
2022-12-29,45.95000076293945,46.0099983215332,45.11000061035156,45.81999969482422,44.435150146484375,46957620
2022-12-30,46.0,47.20000076293945,46.0,47.0,45.57948684692383,55300540
2023-01-03,46.59000015258789,47.2599983215332,46.060001373291016,47.150001525878906,45.72495651245117,60230443
2023-01-04,47.29999923706055,48.630001068115234,47.29999923706055,48.529998779296875,47.0632438659668,86949610
2023-01-05,49.20000076293945,49.5,48.5,48.93000030517578,47.45115661621094,73704809
2023-01-06,49.5,49.83000183105469,49.04999923706055,49.7400016784668,48.23667526245117,78034581
2023-01-09,50.0,50.95000076293945,49.70000076293945,50.90999984741211,49.37131118774414,88185743
2023-01-10,50.900001525878906,50.90999984741211,49.13999938964844,49.209999084472656,47.72269058227539,83794865
2023-01-11,49.5,51.0,49.439998626708984,50.70000076293945,49.167659759521484,96689497
2023-01-12,50.900001525878906,51.11000061035156,50.43000030517578,50.90999984741211,49.37131118774414,60025574
2023-01-13,51.20000076293945,52.349998474121094,51.04999923706055,52.349998474121094,50.76778793334961,89625747
2023-01-16,52.52000045776367,53.47999954223633,51.4900016784668,52.09000015258789,50.515647888183594,122979440
2023-01-17,51.959999084472656,52.06999969482422,51.0,51.5,49.9434814453125,69887253
2023-01-18,51.5,51.869998931884766,51.15999984741211,51.54999923706055,49.99197006225586,41960296
2023-01-19,51.400001525878906,51.869998931884766,51.150001525878906,51.810001373291016,50.24411392211914,51046054
2023-01-20,52.099998474121094,52.2400016784668,51.5,52.099998474121094,50.52534484863281,49706934
2023-01-30,53.59000015258789,53.599998474121094,51.47999954223633,51.47999954223633,49.9240837097168,85757885
2023-01-31,51.7599983215332,52.279998779296875,50.849998474121094,50.97999954223633,49.4391975402832,61241827
2023-02-01,51.54999923706055,51.75,50.40999984741211,51.349998474121094,49.798011779785156,56530105
2023-02-02,51.599998474121094,51.599998474121094,50.400001525878906,50.83000183105469,49.293731689453125,63621734
2023-02-03,50.5,50.54999923706055,48.900001525878906,49.599998474121094,48.10090637207031,92731026
2023-02-06,48.79999923706055,48.86000061035156,47.720001220703125,48.15999984741211,46.704429626464844,92159525
2023-02-07,48.5,48.84000015258789,48.20000076293945,48.70000076293945,47.22810745239258,44436330
2023-02-08,48.75,49.189998626708984,48.380001068115234,48.5,47.03415298461914,34718961
2023-02-09,48.5,49.54999923706055,48.38999938964844,49.31999969482422,47.829368591308594,56490688
2023-02-10,49.459999084472656,49.54999923706055,49.0099983215332,49.29999923706055,47.80997085571289,30917292
2023-02-13,49.189998626708984,49.29999923706055,48.290000915527344,49.25,47.7614860534668,45797264
2023-02-14,49.29999923706055,49.900001525878906,49.16999816894531,49.900001525878906,48.391841888427734,37040170
2023-02-15,49.84000015258789,49.88999938964844,48.709999084472656,48.880001068115234,47.40266799926758,46102667
2023-02-16,49.08000183105469,50.04999923706055,49.0,49.20000076293945,47.71299743652344,57689131
2023-02-17,49.20000076293945,49.83000183105469,48.709999084472656,48.79999923706055,47.3250846862793,41751901
2023-02-20,48.849998474121094,49.9900016784668,48.75,49.95000076293945,48.44032669067383,66428495
2023-02-21,49.86000061035156,50.119998931884766,49.45000076293945,50.0099983215332,48.498512268066406,42665990
2023-02-22,49.5,49.959999084472656,49.11000061035156,49.18000030517578,47.693599700927734,44604615
2023-02-23,49.0,49.70000076293945,48.810001373291016,48.97999954223633,47.4996452331543,38525359
2023-02-24,48.88999938964844,49.0099983215332,48.11000061035156,48.20000076293945,46.743221282958984,44654799
2023-02-27,48.0,48.38999938964844,47.779998779296875,47.79999923706055,46.355308532714844,46791711
2023-02-28,48.0099983215332,48.279998779296875,47.5099983215332,48.20000076293945,46.743221282958984,38041710
2023-03-01,48.02000045776367,50.0,48.0099983215332,49.9900016784668,48.479122161865234,72432311
2023-03-02,49.970001220703125,50.459999084472656,49.720001220703125,50.20000076293945,48.68277359008789,38088855
2023-03-03,50.47999954223633,50.65999984741211,49.849998474121094,50.279998779296875,48.760353088378906,28413325
2023-03-06,50.0,50.16999816894531,48.45000076293945,48.58000183105469,47.11173629760742,77323721
